name,birth_year,death_year,migration_status,profession_raw,birth_location,gender,duration,event_observed,cohort,implausibly_alive,likely_post_soviet_emigrant
Cамойлович Віктор Петрович,1911.0,2000.0,non_migrated,архітектор,"м. Прилуки, нині Чернігівської обл.",male,89.0,1,dead,False,False
Cтежка Павло Єфремович,1936.0,1997.0,non_migrated,живописець,"с. Новопушкарівка Криничанського, нині Кам’янського р-ну Дніпропетровської обл.",male,61.0,1,dead,False,False
Таїров Микола Христофорович,1916.0,1993.0,non_migrated,графік,,male,77.0,1,dead,False,False
Талалаєвський Матвій Аронович,1908.0,1978.0,non_migrated,поет,"с. Мохначка Сквирського пов. Київської губ., нині Житомирського р-ну Житомирсько",male,70.0,1,dead,False,False
Талалай Леонід Миколайович,1941.0,2012.0,non_migrated,поет,"с. Савинці Савинського р-ну, нині с-ще Ізюмського р-ну Харківської обл.",male,71.0,1,dead,False,False
Тараненко Микола Панасович,1915.0,1982.0,non_migrated,літературознавець,,male,67.0,1,dead,False,False
Таранов Гліб Павлович,1904.0,1989.0,non_migrated,композитор,,male,85.0,1,dead,False,False
Таранушенко Стефан Андрійович,1889.0,1976.0,non_migrated,мистецтвознавець,,male,87.0,1,dead,False,False
Тарасенко Микола Федорович,1919.0,2017.0,non_migrated,письменник,Сімферополь,male,98.0,1,dead,False,False
Тарасенко Олександр Петрович,1918.0,1994.0,non_migrated,графік,"м-ко Краснопілля Охтирського пов. Харківської губ., нині с-ще Сумського р-ну Сум",male,76.0,1,dead,False,False
Тарасенко Петро Порфирович,1927.0,2005.0,non_migrated,художник-кераміст,"с. Андріївка Златопольського, нині Новоукраїнського р-ну Кіровоградської обл.",male,78.0,1,dead,False,False
Тарасов Валерій Дмитрович,1940.0,2013.0,non_migrated,прозаїк,"с. Сталіндорф Сталіндорфського р-ну, нині Вакулове Криворізького р-ну Дніпропетр",male,73.0,1,dead,False,False
Тарнавський Остап,1917.0,1992.0,migrated,поет,Львів,male,75.0,1,dead,False,False
Тарнавський Валентин Володимирович,1951.0,2008.0,non_migrated,прозаїк,"м. Заставна, нині Чернівецького р-ну Чернівецької обл.",male,57.0,1,dead,False,False
Тарнопольський Юрій Іларіонович,1912.0,2006.0,non_migrated,диригент,"с. Білорічиця, нині Прилуцького р-ну Чернігівської обл.",male,94.0,1,dead,False,False
Тевельов Матвій Григорович,1908.0,1962.0,non_migrated,письменник,"с. Ілліно, нині Псковської обл., РФ",male,54.0,1,dead,False,False
Теміркая Юнус,1915.0,2004.0,non_migrated,кримськотатарський поет,"с. Уркуста Ялтинського пов. Таврійської губ., нині Бахчисарайського р-ну, АР Кри",male,89.0,1,dead,False,False
Теплінський Марко Веніамінович,1924.0,2012.0,non_migrated,літературознавець,Полтава,male,88.0,1,dead,False,False
Терентьєв Іван Васильович,1919.0,1991.0,non_migrated,актор,"Єлисаветград, нині Кропивницький",male,72.0,1,dead,False,False
Терещенко Марко Степанович,1894.0,1982.0,non_migrated,актор,,male,88.0,1,dead,False,False
Терлецький Віктор Володимирович,1936.0,2023.0,non_migrated,публіцист,"с. Лопатково, нині Тульської обл., РФ",male,87.0,1,dead,False,False
Терлецький Сидір Іванович,1892.0,1953.0,migrated,режисер,"с. Барбівці, нині Брусниця Вижницького р-ну Чернівецької обл.",male,61.0,1,dead,False,False
Тимофієнко Володимир Іванович,1941.0,2007.0,non_migrated,архітектор,Одеса,male,66.0,1,dead,False,False
Тимохін Володимир Ілліч,1929.0,1999.0,non_migrated,співак (тенор),"с. Дмитрівка, нині Кропивницького р-ну Кіровоградської обл.",male,70.0,1,dead,False,False
Тимошенко Яків Максимович,1943.0,1996.0,non_migrated,актор,"с. Веприк Гадяцького, нині Миргородського р-ну Полтавської обл.",male,53.0,1,dead,False,False
Тимошенко Сергій Прокопович,1881.0,1950.0,migrated,архітектор,,male,69.0,1,dead,False,False
Тимошин Валентин Петрович,1929.0,1993.0,non_migrated,режисер,"с-ще Пчела, нині Брянської обл., РФ",male,64.0,1,dead,False,False
Тирович Людвік,1901.0,1958.0,migrated,графік,Львів,male,57.0,1,dead,False,False
Титикайло Євген Юрійович,1937.0,2012.0,non_migrated,поет,"м. Борислав, нині Дрогобицького р-ну Львівської обл.",male,75.0,1,dead,False,False
Титов Микола Федорович,1947.0,2025.0,non_migrated,художник-реставратор,"с. Носіліца Полоцької, нині Вітебської обл., Білорусь",male,78.0,1,dead,False,False
